vehicle_id,task_id,execution_location,size,distance,transfer_rate,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
1,1,0,2000000,180.12362227092814,0,9000000000,1,9001,1,9000,0,9000,0.8999999999999999,0,0.8999999999999999
1,2,1,9000000,178.2195253051696,1328372.1139348727,9000000000,11581,13381,3001,10380,6775,1800,0,2.0325629932128906,2.0325629932128906
1,4,1,7000000,174.2800496327678,1451371.9489850937,2000000000,16181,16581,9001,7580,4823,400,0,1.4469068397446119,1.4469068397446119
1,3,0,8000000,183.89026211303306,0,10000000000,9001,19001,6001,13000,0,10000,0.9999999999999999,0,0.9999999999999999
1,7,1,10000000,115.7584813307431,7164544.909383026,2000000000,19397,19797,18001,1796,1396,400,0,0.4187286196044439,0.4187286196044439
1,5,0,8000000,153.93124861443826,0,5000000000,19001,24001,12001,12000,0,5000,0.49999999999999994,0,0.49999999999999994
1,10,1,3000000,78.80699524788392,28577460.437299713,2000000000,28179,28579,27001,1578,105,400,0,0.03149335127152541,0.03149335127152541
1,11,1,2000000,69.22982666452369,43048520.651141025,6000000000,30047,31247,30001,1246,46,1200,0,0.013937761180281038,0.013937761180281038
1,6,0,9000000,134.19435792908735,0,8000000000,24001,32001,15001,17000,0,8000,0.7999999999999999,0,0.7999999999999999
1,8,0,8000000,105.52037954821806,0,5000000000,32001,37001,21001,16000,0,5000,0.49999999999999994,0,0.49999999999999994
1,13,1,6000000,66.61727403609366,48249021.153162636,7000000000,36125,37525,36001,1524,124,1400,0,0.03730645631723895,0.03730645631723895
1,9,0,8000000,92.84315914487185,0,7000000000,37001,44001,24001,20000,0,7000,0.7,0,0.7
1,15,1,5000000,83.9798862823712,23074554.17041278,9000000000,42218,44018,42001,2017,217,1800,0,0.06500667310501569,0.06500667310501569
1,16,1,8000000,99.35792670944781,12693042.093320874,7000000000,45631,47031,45001,2030,630,1400,0,0.18907996856505258,0.18907996856505258
1,12,0,3000000,67.05641281786552,0,7000000000,44001,51001,33001,18000,0,7000,0.7,0,0.7
1,14,0,3000000,72.3964867932139,0,6000000000,51001,57001,39001,18000,0,6000,0.6,0,0.6
1,20,1,2000000,176.06610690306067,1393926.5036305662,3000000000,58436,59036,57001,2035,1435,600,0,0.4304387630461603,0.4304387630461603
1,17,0,5000000,116.67081211682725,0,5000000000,57001,62001,48001,14000,0,5000,0.49999999999999994,0,0.49999999999999994
1,18,0,5000000,135.67610290688629,0,8000000000,62001,70001,51001,19000,0,8000,0.7999999999999999,0,0.7999999999999999
1,21,1,10000000,196.22274893599877,906601.4149585579,4000000000,71031,71831,60001,11830,11030,800,0,3.309061678595697,3.309061678595697
1,22,1,8000000,198.36412679716057,868313.9305856697,6000000000,72214,73414,63001,10413,9213,1200,0,2.763977307586465,2.763977307586465
1,23,1,9000000,193.24822638254668,963342.1712538899,7000000000,75343,76743,66001,10742,9342,1400,0,2.8027424528562572,2.8027424528562572
1,19,0,6000000,155.56204324963076,0,9000000000,70001,79001,54001,25000,0,9000,0.8999999999999999,0,0.8999999999999999
1,24,1,8000000,192.04401578804794,987566.6976269817,8000000000,79143,80743,69001,11742,8101,1600,0,2.4302156054542405,2.4302156054542405
1,26,1,4000000,201.5371402496324,815209.27603018,2000000000,80743,81143,75001,6142,4907,400,0,1.4720146535177239,1.4720146535177239
1,25,0,10000000,194.85996253720256,0,8000000000,79001,87001,72001,15000,0,8000,0.7999999999999999,0,0.7999999999999999
1,27,1,7000000,211.68817161098065,670408.8722192334,4000000000,88442,89242,78001,11241,10441,800,0,3.132416778806098,3.132416778806098
1,28,0,2000000,224.82935239865807,0,4000000000,87001,91001,81001,10000,0,4000,0.39999999999999997,0,0.39999999999999997
1,30,0,6000000,249.97665971046177,0,5000000000,91001,96001,87001,9000,0,5000,0.49999999999999994,0,0.49999999999999994
2,1,1,5000000,186.13618938830783,1118027.779437663,9000000000,4473,6273,1,6272,4472,1800,0,1.3416482377159344,1.3416482377159344
2,2,1,2000000,183.10767214947603,1193226.059808833,5000000000,6273,7273,3001,4272,1676,1000,0,0.5028384982608627,0.5028384982608627
2,3,0,2000000,177.28988352413114,0,5000000000,6001,11001,6001,5000,0,5000,0.49999999999999994,0,0.49999999999999994
2,4,1,5000000,175.22724702511312,1420548.1865823788,10000000000,12521,14521,9001,5520,3520,2000,0,1.0559303895271375,1.0559303895271375
2,5,1,9000000,178.157256938919,1330213.1961047444,10000000000,18767,20767,12001,8766,6766,2000,0,2.029749823491749,2.029749823491749
2,6,1,8000000,185.26381298030117,1139068.8400601756,8000000000,22024,23624,15001,8623,7023,1600,0,2.1069841572289967,2.1069841572289967
2,7,1,5000000,204.14273952310916,774597.7000558042,2000000000,25211,25611,18001,7610,6455,400,0,1.9364890960713357,1.9364890960713357
2,9,0,6000000,189.1234623202526,0,2000000000,24001,26001,24001,2000,0,2000,0.19999999999999998,0,0.19999999999999998
2,10,0,4000000,167.94608807590603,0,3000000000,27001,30001,27001,3000,0,3000,0.3,0,0.3
2,11,1,8000000,146.589252675631,2871212.9962330014,5000000000,32787,33787,30001,3786,2786,1000,0,0.8358836502721229,0.8358836502721229
2,12,1,10000000,126.09522155894724,5160869.9011761295,2000000000,34939,35339,33001,2338,1938,400,0,0.581297350533157,0.581297350533157
2,8,1,10000000,211.43839764810932,673567.5581808327,4000000000,35847,36647,21001,15646,14846,800,0,4.45389621807556,4.45389621807556
2,13,0,7000000,106.88407271431983,0,5000000000,36001,41001,36001,5000,0,5000,0.49999999999999994,0,0.49999999999999994
2,15,1,5000000,80.2557026011236,26899964.863185126,10000000000,42187,44187,42001,2186,186,2000,0,0.05576215462098527,0.05576215462098527
2,17,1,10000000,68.50598878930222,44427277.35212232,4000000000,48387,49187,48001,1186,225,800,0,0.06752608259611677,0.06752608259611677
2,14,0,5000000,91.170367993115,0,10000000000,41001,51001,39001,12000,0,10000,0.9999999999999999,0,0.9999999999999999
2,18,1,2000000,73.96341798483898,35089328.481527016,10000000000,51058,53058,51001,2057,57,2000,0,0.01709921580049255,0.01709921580049255
2,19,1,2000000,85.89955587778084,21347035.508333437,7000000000,54858,56258,54001,2257,94,1400,0,0.028106947204251033,0.028106947204251033
