vehicle_id,task_id,execution_location,size,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
12,2,1,9000000,6000000000,4949,6149,101,6048,2131,1200,0,0.6392138538754717,0.6392138538754717
12,6,0,10000000,6000000000,501,6501,501,6000,0,6000,0.6,0,0.6
12,14,1,4000000,9000000000,6149,7949,1301,6648,974,1800,0,0.29215551167287146,0.29215551167287146
12,16,1,4000000,9000000000,7949,9749,1501,8248,983,1800,0,0.2948063968655614,0.2948063968655614
13,2,0,2000000,2000000000,101,2101,101,2000,0,2000,0.19999999999999998,0,0.19999999999999998
13,11,0,7000000,3000000000,2101,5101,1001,4100,0,3000,0.3,0,0.3
13,5,1,3000000,8000000000,5362,6962,401,6561,494,1600,0,0.14822641857180374,0.14822641857180374
13,12,0,3000000,3000000000,5101,8101,1101,7000,0,3000,0.3,0,0.3
13,7,1,2000000,8000000000,6962,8562,601,7961,331,1600,0,0.09928599750212778,0.09928599750212778
14,7,0,3000000,3000000000,601,3601,601,3000,0,3000,0.3,0,0.3
14,8,0,3000000,5000000000,3601,8601,701,7900,0,5000,0.49999999999999994,0,0.49999999999999994
15,4,1,4000000,3000000000,2023,2623,301,2322,1722,600,0,0.5165445614248199,0.5165445614248199
15,1,0,6000000,3000000000,1,3001,1,3000,0,3000,0.3,0,0.3
15,5,1,4000000,10000000000,2623,4623,401,4222,1720,2000,0,0.5160014728581398,0.5160014728581398
15,11,1,4000000,3000000000,4623,5223,1001,4222,1703,600,0,0.5107951873181549,0.5107951873181549
15,27,1,2000000,5000000000,5223,6223,2601,3622,801,1000,0,0.24031751095430334,0.24031751095430334
15,15,1,5000000,9000000000,6223,8023,1401,6622,2105,1800,0,0.6314711421052744,0.6314711421052744
15,13,1,6000000,2000000000,8023,8423,1201,7222,2541,400,0,0.7621707864879379,0.7621707864879379
15,10,1,7000000,7000000000,8423,9823,901,8922,2986,1400,0,0.8959095764454805,0.8959095764454805
16,2,0,8000000,3000000000,101,3101,101,3000,0,3000,0.3,0,0.3
16,3,0,8000000,4000000000,3101,7101,201,6900,0,4000,0.39999999999999997,0,0.39999999999999997
17,7,1,2000000,7000000000,1962,3362,601,2761,183,1400,0,0.05484178382635565,0.05484178382635565
17,5,1,5000000,7000000000,3362,4762,401,4361,459,1400,0,0.1377177655707383,0.1377177655707383
17,1,0,4000000,5000000000,1,5001,1,5000,0,5000,0.49999999999999994,0,0.49999999999999994
17,6,1,4000000,3000000000,4762,5362,501,4861,366,600,0,0.10994891578495179,0.10994891578495179
17,3,0,8000000,4000000000,5001,9001,201,8800,0,4000,0.39999999999999997,0,0.39999999999999997
18,3,1,3000000,5000000000,1041,2041,201,1840,840,1000,0,0.2520690292017095,0.2520690292017095
18,7,1,2000000,8000000000,2041,3641,601,3040,566,1600,0,0.16978184183650546,0.16978184183650546
18,9,1,5000000,8000000000,3641,5241,801,4440,1428,1600,0,0.42826712639111725,0.42826712639111725
18,6,1,7000000,2000000000,5241,5641,501,5140,1974,400,0,0.5922057434075577,0.5922057434075577
18,4,1,9000000,4000000000,5641,6441,301,6140,2525,800,0,0.7574046145293909,0.7574046145293909
18,1,0,2000000,7000000000,1,7001,1,7000,0,7000,0.7,0,0.7
18,10,1,7000000,5000000000,6441,7441,901,6540,2009,1000,0,0.6027316430554374,0.6027316430554374
18,20,1,4000000,5000000000,7441,8441,1901,6540,1244,1000,0,0.37333967114800276,0.37333967114800276
18,15,1,7000000,2000000000,8441,8841,1401,7440,2078,400,0,0.6235237970277655,0.6235237970277655
18,26,1,4000000,3000000000,8841,9441,2501,6940,1337,600,0,0.40110040055523755,0.40110040055523755
19,9,0,4000000,5000000000,801,5801,801,5000,0,5000,0.49999999999999994,0,0.49999999999999994
20,3,1,2000000,2000000000,989,1389,201,1188,788,400,0,0.23654367585803895,0.23654367585803895
20,7,1,2000000,3000000000,1389,1989,601,1388,787,600,0,0.23618561115095696,0.23618561115095696
20,1,1,6000000,5000000000,2367,3367,1,3366,2366,1000,0,0.7097411614161924,0.7097411614161924
20,2,1,6000000,3000000000,3367,3967,101,3866,2366,600,0,0.7097191095791064,0.7097191095791064
20,4,0,5000000,5000000000,301,5301,301,5000,0,5000,0.49999999999999994,0,0.49999999999999994
20,27,1,2000000,4000000000,5767,6567,2601,3966,772,800,0,0.23160295386437127,0.23160295386437127
20,5,0,6000000,2000000000,5301,7301,401,6900,0,2000,0.19999999999999998,0,0.19999999999999998
