vehicle_id,task_id,execution_location,size,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
4,23,1,5000000,9000000000,28150,29950,2201,27749,8011,1800,0,2.4033142424776623,2.4033142424776623
4,62,1,4000000,4000000000,29950,30750,6101,24649,4653,800,0,1.3960103482534545,1.3960103482534545
4,92,1,2000000,7000000000,30750,32150,9101,23049,1804,1400,0,0.5412882736446266,0.5412882736446266
4,82,1,3000000,5000000000,32150,33150,8101,25049,2921,1000,0,0.8763418123891543,0.8763418123891543
4,84,1,3000000,4000000000,33150,33950,8301,25649,2875,800,0,0.8623847004558098,0.8623847004558098
4,96,1,2000000,9000000000,33950,35750,9501,26249,1754,1800,0,0.5263276300429587,0.5263276300429587
4,10,0,8000000,7000000000,29001,36001,901,35100,0,7000,0.7,0,0.7
4,14,1,6000000,7000000000,35750,37150,1301,35849,9966,1400,0,2.9897750423529055,2.9897750423529055
4,73,1,4000000,8000000000,37150,38750,7201,31549,4204,1600,0,1.261123281157642,1.261123281157642
4,12,0,7000000,3000000000,36001,39001,1101,37900,0,3000,0.3,0,0.3
4,24,1,6000000,7000000000,38750,40150,2301,37849,9564,1400,0,2.869274534150302,2.869274534150302
4,94,1,3000000,3000000000,40150,40750,9301,31449,2669,600,0,0.8005785656194351,0.8005785656194351
4,86,1,4000000,8000000000,40750,42350,8501,33849,3773,1600,0,1.1320288098322073,1.1320288098322073
4,101,1,3000000,9000000000,42350,44150,10001,34149,2548,1800,0,0.7644139379487466,0.7644139379487466
4,49,1,6000000,3000000000,44150,44750,4801,39949,7938,600,0,2.381275470079848,2.381275470079848
4,110,1,3000000,3000000000,44750,45350,10901,34449,2420,600,0,0.7260873272079074,0.7260873272079074
4,13,0,9000000,7000000000,39001,46001,1201,44800,0,7000,0.7,0,0.7
4,114,1,3000000,7000000000,45350,46750,11301,35449,2372,1400,0,0.7115889460403876,0.7115889460403876
4,77,1,6000000,2000000000,46750,47150,7601,39549,6090,400,0,1.8271200934787835,1.8271200934787835
4,3,1,8000000,9000000000,47150,48950,201,48749,13565,1800,0,4.069541477105851,4.069541477105851
4,40,1,7000000,5000000000,48950,49950,3901,46049,10032,1000,0,3.0097017055250523,3.0097017055250523
5,3,0,5000000,2000000000,201,2201,201,2000,0,2000,0.19999999999999998,0,0.19999999999999998
5,8,1,2000000,9000000000,2184,3984,701,3283,869,1800,0,0.2606029047229173,0.2606029047229173
5,6,0,8000000,4000000000,2201,6201,501,5700,0,4000,0.39999999999999997,0,0.39999999999999997
5,4,1,3000000,2000000000,6184,6584,301,6283,1319,400,0,0.39578679308186104,0.39578679308186104
5,1,1,5000000,7000000000,10384,11784,1,11783,2205,1400,0,0.6614825515685463,0.6614825515685463
5,22,1,2000000,6000000000,13184,14384,2101,12283,784,1200,0,0.23517020331019295,0.23517020331019295
5,5,1,6000000,5000000000,14984,15984,401,15583,2633,1000,0,0.7897737833816068,0.7897737833816068
5,7,0,4000000,10000000000,6201,16201,601,15600,0,10000,0.9999999999999999,0,0.9999999999999999
5,10,0,7000000,5000000000,16201,21201,901,20300,0,5000,0.49999999999999994,0,0.49999999999999994
5,29,1,2000000,9000000000,19584,21384,2801,18583,722,1800,0,0.21664476082950057,0.21664476082950057
5,2,1,8000000,4000000000,22784,23584,101,23483,3527,800,0,1.058104374865238,1.058104374865238
5,17,1,5000000,5000000000,23584,24584,1601,22983,2050,1000,0,0.6151477663549892,0.6151477663549892
5,9,1,7000000,3000000000,25184,25784,801,24983,3027,600,0,0.9081824763194263,0.9081824763194263
5,33,1,2000000,5000000000,25784,26784,3201,23583,736,1000,0,0.22078185021450256,0.22078185021450256
5,11,0,10000000,6000000000,21201,27201,1001,26200,0,6000,0.6,0,0.6
5,13,0,5000000,2000000000,27201,29201,1201,28000,0,2000,0.19999999999999998,0,0.19999999999999998
5,27,1,4000000,6000000000,28584,29784,2601,27183,1474,1200,0,0.44213625789755867,0.44213625789755867
5,12,1,7000000,4000000000,29784,30584,1101,29483,2977,800,0,0.8930567358180583,0.8930567358180583
5,14,0,2000000,6000000000,29201,35201,1301,33900,0,6000,0.6,0,0.6
5,23,1,7000000,8000000000,39784,41384,2201,39183,2715,1600,0,0.8144223010490443,0.8144223010490443
5,30,1,6000000,10000000000,43184,45184,2901,42283,2177,2000,0,0.6530667909423564,0.6530667909423564
5,16,0,5000000,10000000000,35201,45201,1501,43700,0,10000,0.9999999999999999,0,0.9999999999999999
5,15,1,9000000,2000000000,45184,45584,1401,44183,3747,400,0,1.124114513166461,1.124114513166461
5,32,1,6000000,7000000000,45584,46984,3101,43883,2198,1400,0,0.6592679802236959,0.6592679802236959
5,47,1,2000000,2000000000,46984,47384,4601,42783,760,400,0,0.22813307975203545,0.22813307975203545
5,18,1,9000000,9000000000,47384,49184,1701,47483,3661,1800,0,1.0982200328633895,1.0982200328633895
6,1,0,9000000,7000000000,1,7001,1,7000,0,7000,0.7,0,0.7
6,2,0,3000000,6000000000,7001,13001,101,12900,0,6000,0.6,0,0.6
6,4,0,9000000,10000000000,13001,23001,301,22700,0,10000,0.9999999999999999,0,0.9999999999999999
6,9,0,8000000,10000000000,23001,33001,801,32200,0,10000,0.9999999999999999,0,0.9999999999999999
6,10,0,3000000,10000000000,33001,43001,901,42100,0,10000,0.9999999999999999,0,0.9999999999999999
7,2,0,3000000,4000000000,101,4101,101,4000,0,4000,0.39999999999999997,0,0.39999999999999997
7,3,0,3000000,3000000000,4101,7101,201,6900,0,3000,0.3,0,0.3
7,7,0,3000000,4000000000,7101,11101,601,10500,0,4000,0.39999999999999997,0,0.39999999999999997
7,9,0,6000000,9000000000,11101,20101,801,19300,0,9000,0.8999999999999999,0,0.8999999999999999
7,12,0,5000000,6000000000,20101,26101,1101,25000,0,6000,0.6,0,0.6
7,14,0,4000000,5000000000,26101,31101,1301,29800,0,5000,0.49999999999999994,0,0.49999999999999994
7,15,0,3000000,6000000000,31101,37101,1401,35700,0,6000,0.6,0,0.6
7,1,1,2000000,4000000000,36584,37384,1,37383,4671,800,0,1.4012177936818644,1.4012177936818644
7,5,1,2000000,3000000000,42584,43184,401,42783,4661,600,0,1.398248399833727,1.398248399833727
7,18,0,2000000,8000000000,37101,45101,1701,43400,0,8000,0.7999999999999999,0,0.7999999999999999
7,19,0,3000000,3000000000,45101,48101,1801,46300,0,3000,0.3,0,0.3
8,2,0,6000000,2000000000,101,2101,101,2000,0,2000,0.19999999999999998,0,0.19999999999999998
8,6,0,5000000,2000000000,2101,4101,501,3600,0,2000,0.19999999999999998,0,0.19999999999999998
8,7,0,6000000,2000000000,4101,6101,601,5500,0,2000,0.19999999999999998,0,0.19999999999999998
8,11,0,7000000,4000000000,6101,10101,1001,9100,0,4000,0.39999999999999997,0,0.39999999999999997
8,9,1,2000000,10000000000,9417,11417,801,10616,2382,2000,0,0.7144903361807365,0.7144903361807365
8,10,1,2000000,2000000000,12817,13217,901,12316,2375,400,0,0.7126268580959649,0.7126268580959649
8,22,1,2000000,2000000000,18817,19217,2101,17116,2251,400,0,0.6751897445813835,0.6751897445813835
8,12,0,9000000,10000000000,10101,20101,1101,19000,0,10000,0.9999999999999999,0,0.9999999999999999
8,25,1,2000000,10000000000,20217,22217,2401,19816,2207,2000,0,0.6621723163682002,0.6621723163682002
8,4,1,4000000,7000000000,26017,27417,301,27116,4807,1400,0,1.442203263483289,1.442203263483289
8,31,1,2000000,2000000000,27417,27817,3001,24816,2108,400,0,0.6323279974264745,0.6323279974264745
8,14,0,10000000,9000000000,20101,29101,1301,27800,0,9000,0.8999999999999999,0,0.8999999999999999
8,33,1,2000000,9000000000,27817,29617,3201,26416,2071,1800,0,0.6213709089344108,0.6213709089344108
8,20,1,3000000,2000000000,29617,30017,1901,28116,3416,400,0,1.0246647580657418,1.0246647580657418
8,38,1,2000000,9000000000,30017,31817,3701,28116,1973,1800,0,0.5920273208224983,0.5920273208224983
8,16,0,6000000,5000000000,29101,34101,1501,32600,0,5000,0.49999999999999994,0,0.49999999999999994
8,32,1,3000000,2000000000,34417,34817,3101,31716,3135,400,0,0.9403640937583936,0.9403640937583936
8,39,1,3000000,2000000000,38617,39017,3801,35216,2929,400,0,0.8787991652601236,0.8787991652601236
8,52,1,2000000,2000000000,39017,39417,5101,34316,1689,400,0,0.5065932148802084,0.5065932148802084
8,17,0,5000000,9000000000,34101,43101,1601,41500,0,9000,0.8999999999999999,0,0.8999999999999999
8,63,1,2000000,10000000000,45417,47417,6201,41216,1495,2000,0,0.4485977610332268,0.4485977610332268
8,40,1,4000000,7000000000,47417,48817,3901,44916,3864,1400,0,1.1592359577595208,1.1592359577595208
9,1,1,5000000,4000000000,102,902,1,901,101,800,0,0.030214582869024044,0.030214582869024044
9,2,1,10000000,8000000000,902,2502,101,2401,201,1600,0,0.06043587006786277,0.06043587006786277
9,4,1,8000000,6000000000,2502,3702,301,3401,161,1200,0,0.048402527585365396,0.048402527585365396
9,3,0,10000000,5000000000,201,5201,201,5000,0,5000,0.49999999999999994,0,0.49999999999999994
9,5,1,9000000,6000000000,4502,5702,401,5301,182,1200,0,0.054507692723003584,0.054507692723003584
9,7,1,5000000,10000000000,5702,7702,601,7101,101,2000,0,0.03036765000798655,0.03036765000798655
9,8,1,5000000,8000000000,7702,9302,701,8601,101,1600,0,0.030419685067310426,0.030419685067310426
9,6,0,10000000,6000000000,5201,11201,501,10700,0,6000,0.6,0,0.6
9,12,1,3000000,10000000000,10902,12902,1101,11801,61,2000,0,0.01844785493432375,0.01844785493432375
9,11,1,9000000,10000000000,12902,14902,1001,13901,184,2000,0,0.055162533994301474,0.055162533994301474
9,9,0,9000000,9000000000,11201,20201,801,19400,0,9000,0.8999999999999999,0,0.8999999999999999
9,15,1,2000000,10000000000,20702,22702,1401,21301,41,2000,0,0.012430673047174455,0.012430673047174455
9,10,0,7000000,4000000000,20201,24201,901,23300,0,4000,0.39999999999999997,0,0.39999999999999997
9,13,0,2000000,5000000000,24201,29201,1201,28000,0,5000,0.49999999999999994,0,0.49999999999999994
9,17,1,3000000,8000000000,29302,30902,1601,29301,63,1600,0,0.018810397617595242,0.018810397617595242
9,14,0,7000000,3000000000,29201,32201,1301,30900,0,3000,0.3,0,0.3
9,20,1,5000000,9000000000,34302,36102,1901,34201,106,1800,0,0.03183470657864955,0.03183470657864955
9,21,1,4000000,2000000000,36702,37102,2001,35101,85,400,0,0.025621191052912492,0.025621191052912492
9,16,0,10000000,8000000000,32201,40201,1501,38700,0,8000,0.7999999999999999,0,0.7999999999999999
9,22,1,7000000,5000000000,40702,41702,2101,39601,150,1000,0,0.04511174452917751,0.04511174452917751
9,23,1,3000000,6000000000,41702,42902,2201,40701,65,1200,0,0.01946777752690395,0.01946777752690395
9,18,0,10000000,6000000000,40201,46201,1701,44500,0,6000,0.6,0,0.6
9,24,1,6000000,8000000000,47502,49102,2301,46801,131,1600,0,0.039199929683838376,0.039199929683838376
9,25,1,2000000,3000000000,49102,49702,2401,47301,44,600,0,0.01316630123339128,0.01316630123339128
10,1,1,2000000,6000000000,547,1747,1,1746,546,1200,0,0.16386804481780584,0.16386804481780584
10,4,1,3000000,4000000000,1747,2547,301,2246,819,800,0,0.24584899213161177,0.24584899213161177
10,5,1,3000000,2000000000,2547,2947,401,2546,820,400,0,0.2458846663143469,0.2458846663143469
10,2,0,6000000,3000000000,101,3101,101,3000,0,3000,0.3,0,0.3
10,6,1,3000000,9000000000,2947,4747,501,4246,820,1800,0,0.24592882755700354,0.24592882755700354
10,7,1,5000000,6000000000,4747,5947,601,5346,1367,1200,0,0.41009926490845566,0.41009926490845566
10,10,1,6000000,3000000000,5947,6547,901,5646,1643,600,0,0.49275325870715536,0.49275325870715536
10,8,1,7000000,7000000000,6547,7947,701,7246,1914,1400,0,0.5743040964064028,0.5743040964064028
10,13,1,6000000,7000000000,7947,9347,1201,8146,1646,1400,0,0.4937903243681295,0.4937903243681295
10,9,1,10000000,2000000000,9347,9747,801,8946,2736,400,0,0.8207038745120954,0.8207038745120954
10,31,1,2000000,8000000000,9747,11347,3001,8346,583,1600,0,0.17481485338852412,0.17481485338852412
10,22,1,6000000,2000000000,11347,11747,2101,9646,1670,400,0,0.5010119474042807,0.5010119474042807
10,3,0,5000000,10000000000,3101,13101,201,12900,0,10000,0.9999999999999999,0,0.9999999999999999
10,30,1,4000000,9000000000,11747,13547,2901,10646,1157,1800,0,0.3470382952939224,0.3470382952939224
10,27,1,8000000,3000000000,14547,15147,2601,12546,2272,600,0,0.6814771196609855,0.6814771196609855
10,37,1,5000000,3000000000,15147,15747,3601,12146,1528,600,0,0.45836185610129737,0.45836185610129737
10,44,1,3000000,9000000000,15747,17547,4301,13246,836,1800,0,0.25077853063514316,0.25077853063514316
10,11,0,10000000,5000000000,13101,18101,1001,17100,0,5000,0.49999999999999994,0,0.49999999999999994
10,47,1,2000000,10000000000,17547,19547,4601,14946,563,2000,0,0.16879331151463584,0.16879331151463584
10,38,1,5000000,2000000000,19547,19947,3701,16246,1510,400,0,0.4529293017845209,0.4529293017845209
10,36,1,7000000,9000000000,19947,21747,3501,18246,2136,1800,0,0.6408959472156409,0.6408959472156409
10,12,0,4000000,4000000000,18101,22101,1101,21000,0,4000,0.39999999999999997,0,0.39999999999999997
10,41,1,7000000,5000000000,21747,22747,4001,18746,2034,1000,0,0.610227851212739,0.610227851212739
10,53,1,3000000,6000000000,22747,23947,5201,18746,917,1200,0,0.27503180714820813,0.27503180714820813
10,39,1,9000000,4000000000,24747,25547,3801,21746,2684,800,0,0.8053231194233789,0.8053231194233789
10,14,0,4000000,4000000000,22101,26101,1301,24800,0,4000,0.39999999999999997,0,0.39999999999999997
10,45,1,9000000,5000000000,26747,27747,4401,23346,2472,1000,0,0.7414606768524232,0.7414606768524232
10,63,1,2000000,3000000000,27747,28347,6201,22146,686,600,0,0.20565038436990815,0.20565038436990815
10,50,1,7000000,2000000000,28347,28747,4901,23846,2083,400,0,0.6248450303096599,0.6248450303096599
10,58,1,5000000,3000000000,28747,29347,5701,23646,1611,600,0,0.4832058842826835,0.4832058842826835
10,15,0,6000000,5000000000,26101,31101,1401,29700,0,5000,0.49999999999999994,0,0.49999999999999994
10,59,1,5000000,10000000000,29347,31347,5801,25546,1631,2000,0,0.4892177905727125,0.4892177905727125
10,56,1,7000000,10000000000,31347,33347,5501,27846,2199,2000,0,0.6597571342026739,0.6597571342026739
10,66,1,4000000,8000000000,33347,34947,6501,28446,1431,1600,0,0.4293469294598054,0.4293469294598054
10,16,0,10000000,4000000000,31101,35101,1501,33600,0,4000,0.39999999999999997,0,0.39999999999999997
10,51,1,10000000,10000000000,34947,36947,5001,31946,3013,2000,0,0.9037658190447505,0.9037658190447505
10,55,1,9000000,4000000000,36947,37747,5401,32346,2793,800,0,0.8378002621047459,0.8378002621047459
10,62,1,8000000,5000000000,38547,39547,6101,33446,2709,1000,0,0.8125790052722734,0.8125790052722734
10,71,1,5000000,5000000000,39547,40547,7001,33546,1939,1000,0,0.5816799094082938,0.5816799094082938
10,17,0,5000000,7000000000,35101,42101,1601,40500,0,7000,0.7,0,0.7
10,67,1,7000000,10000000000,42547,44547,6601,37946,2542,2000,0,0.7627434374729585,0.7627434374729585
10,60,1,10000000,6000000000,45947,47147,5901,41246,3303,1200,0,0.9908138240229415,0.9908138240229415
10,73,1,5000000,4000000000,47147,47947,7201,40746,2009,800,0,0.6025911721734023,0.6025911721734023
10,18,0,8000000,7000000000,42101,49101,1701,47400,0,7000,0.7,0,0.7
11,1,0,5000000,2000000000,1,2001,1,2000,0,2000,0.19999999999999998,0,0.19999999999999998
11,5,1,5000000,4000000000,4057,4857,401,4456,2161,800,0,0.6483093601005807,0.6483093601005807
11,2,0,8000000,3000000000,2001,5001,101,4900,0,3000,0.3,0,0.3
11,15,1,4000000,2000000000,4857,5257,1401,3856,1687,400,0,0.5060235404805022,0.5060235404805022
11,8,1,6000000,3000000000,5257,5857,701,5156,2581,600,0,0.774341595767751,0.774341595767751
11,4,1,7000000,2000000000,5857,6257,301,5956,3029,400,0,0.908636046936019,0.908636046936019
11,6,1,8000000,10000000000,9457,11457,501,10956,3453,2000,0,1.0358967847764797,1.0358967847764797
11,20,1,5000000,5000000000,11457,12457,1901,10556,2065,1000,0,0.6196005775486413,0.6196005775486413
11,3,0,9000000,10000000000,5001,15001,201,14800,0,10000,0.9999999999999999,0,0.9999999999999999
11,35,1,3000000,8000000000,13657,15257,3401,11856,1130,1600,0,0.33910134001598935,0.33910134001598935
11,42,1,2000000,4000000000,20257,21057,4101,16956,713,800,0,0.2139412747838463,0.2139412747838463
11,7,0,7000000,8000000000,15001,23001,601,22400,0,8000,0.7999999999999999,0,0.7999999999999999
11,36,1,4000000,10000000000,22857,24857,3501,21356,1496,2000,0,0.44874043606278297,0.44874043606278297
11,37,1,4000000,3000000000,24857,25457,3601,21856,1485,600,0,0.44535029523033776,0.44535029523033776
11,43,1,3000000,8000000000,26457,28057,4201,23856,1061,1600,0,0.31831056524566403,0.31831056524566403
11,9,0,9000000,6000000000,23001,29001,801,28200,0,6000,0.6,0,0.6
11,40,1,4000000,7000000000,29257,30657,3901,26756,1450,1400,0,0.4349638763587177,0.4349638763587177
11,27,1,7000000,10000000000,30657,32657,2601,30056,2784,2000,0,0.8352816542188961,0.8352816542188961
11,10,0,4000000,6000000000,29001,35001,901,34100,0,6000,0.6,0,0.6
