vehicle_id,task_id,execution_location,size,distance,transfer_rate,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
1,2,0,9000000,178.2195253051696,0,5000000000,3001,8001,3001,5000,0,5000,0.49999999999999994,0,0.49999999999999994
1,1,1,9000000,180.12362227092814,1273572.4377154396,7000000000,7068,8468,1,8467,7067,1400,0,2.120020754251965,2.120020754251965
1,3,0,7000000,183.89026211303306,0,4000000000,8001,12001,6001,6000,0,4000,0.39999999999999997,0,0.39999999999999997
1,5,1,3000000,153.93124861443826,2369658.356585026,2000000000,14622,15022,12001,3021,1266,400,0,0.37980158510993656,0.37980158510993656
1,4,0,5000000,174.2800496327678,0,9000000000,12001,21001,9001,12000,0,9000,0.8999999999999999,0,0.8999999999999999
1,9,1,9000000,92.84315914487185,16231834.682887789,9000000000,24555,26355,24001,2354,554,1800,0,0.16633979169627952,0.16633979169627952
1,6,0,5000000,134.19435792908735,0,7000000000,21001,28001,15001,13000,0,7000,0.7,0,0.7
1,11,1,3000000,69.22982666452369,43048520.651141025,8000000000,30071,31671,30001,1670,70,1600,0,0.020906641770421557,0.020906641770421557
1,7,0,2000000,115.7584813307431,0,5000000000,28001,33001,18001,15000,0,5000,0.49999999999999994,0,0.49999999999999994
1,12,1,10000000,67.05641281786552,47330635.66949557,4000000000,33212,34012,33001,1011,211,800,0,0.06338389412195218,0.06338389412195218
1,13,1,3000000,66.61727403609366,48249021.153162636,4000000000,36063,36863,36001,862,62,800,0,0.018653228158619476,0.018653228158619476
1,8,0,5000000,105.52037954821806,0,7000000000,33001,40001,21001,19000,0,7000,0.7,0,0.7
1,16,1,2000000,99.35792670944781,12693042.093320874,3000000000,45159,45759,45001,758,158,600,0,0.047269992141263144,0.047269992141263144
1,10,0,5000000,78.80699524788392,0,7000000000,40001,47001,27001,20000,0,7000,0.7,0,0.7
1,14,0,7000000,72.3964867932139,0,2000000000,47001,49001,39001,10000,0,2000,0.19999999999999998,0,0.19999999999999998
