vehicle_id,task_id,execution_location,size,distance,transfer_rate,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
2,29,0,3000000,,0,7000000000,62101,69101,2801,66300,0,7000,0.7,0,0.7
2,32,0,8000000,,0,6000000000,69101,75101,3101,72000,0,6000,0.6,0,0.6
2,94,1,7000000,175.2947794430856,1418381.7520698428,7000000000,75276,76676,9301,67375,4935,1400,0,1.4805605027951556,1.4805605027951556
2,83,1,9000000,175.28655767057555,1418645.286264305,9000000000,80276,82076,8201,73875,6344,1800,0,1.903224171780012,1.903224171780012
2,125,1,3000000,178.91909596239304,1307904.1034898805,2000000000,82076,82476,12401,70075,2294,400,0,0.6881238445529225,0.6881238445529225
2,33,0,10000000,,0,9000000000,75101,84101,3201,80900,0,9000,0.8999999999999999,0,0.8999999999999999
2,85,1,9000000,175.23317779461746,1420357.7633481931,5000000000,83876,84876,8401,76475,6336,1000,0,1.9009295190778701,1.9009295190778701
2,126,1,3000000,179.1153977189008,1302231.283717699,3000000000,86076,86676,12501,74175,2304,600,0,0.6911214707042042,0.6911214707042042
2,106,1,6000000,176.06738766733605,1393886.3341557335,7000000000,86676,88076,10501,77575,4305,1400,0,1.2913535027160206,1.2913535027160206
2,80,1,10000000,175.40351450298823,1414902.160327353,6000000000,90076,91276,7901,83375,7068,1200,0,2.1202879493136946,2.1202879493136946
2,34,0,4000000,,0,9000000000,84101,93101,3301,89800,0,9000,0.8999999999999999,0,0.8999999999999999
3,2,0,3000000,,0,9000000000,101,9101,101,9000,0,9000,0.8999999999999999,0,0.8999999999999999
3,3,0,8000000,,0,3000000000,9101,12101,201,11900,0,3000,0.3,0,0.3
3,13,1,2000000,218.5945939404723,589944.3236611529,7000000000,14820,16220,1201,15019,3390,1400,0,1.0170451277104293,1.0170451277104293
3,6,0,3000000,,0,6000000000,12101,18101,501,17600,0,6000,0.6,0,0.6
3,8,0,8000000,,0,10000000000,18101,28101,701,27400,0,10000,0.9999999999999999,0,0.9999999999999999
3,36,1,2000000,212.988163286132,654263.8466165876,4000000000,28620,29420,3501,25919,3057,800,0,0.9170612178906052,0.9170612178906052
3,40,1,2000000,211.581405846544,671756.7867113908,4000000000,30620,31420,3901,27519,2977,800,0,0.893180406761979,0.893180406761979
3,9,0,9000000,,0,4000000000,28101,32101,801,31300,0,4000,0.39999999999999997,0,0.39999999999999997
3,10,0,3000000,,0,3000000000,32101,35101,901,34200,0,3000,0.3,0,0.3
3,7,1,4000000,219.2393272202776,583063.15108405,3000000000,35620,36220,601,35619,6860,600,0,2.0580961046310695,2.0580961046310695
3,11,0,6000000,,0,4000000000,35101,39101,1001,38100,0,4000,0.39999999999999997,0,0.39999999999999997
3,56,1,2000000,204.99258937825053,761899.3548620213,3000000000,38620,39220,5501,33719,2625,600,0,0.7875055887252445,0.7875055887252445
3,18,1,4000000,217.781890202101,598763.144374822,8000000000,39220,40820,1701,39119,6680,1600,0,2.0041313685947366,2.0041313685947366
3,19,1,4000000,217.59921920815793,600767.925211857,9000000000,40820,42620,1801,40819,6658,1800,0,1.99744352126793,1.99744352126793
3,12,0,8000000,,0,7000000000,39101,46101,1101,45000,0,7000,0.7,0,0.7
3,1,1,5000000,219.47007108031832,580624.7856211544,9000000000,44820,46620,1,46619,8611,1800,0,2.583423989376022,2.583423989376022
3,55,1,3000000,205.43163729085165,755440.766661559,6000000000,48420,49620,5401,44219,3971,1200,0,1.1913574693318136,1.1913574693318136
3,72,1,2000000,198.52040827078702,865599.2224924292,4000000000,49620,50420,7101,43319,2311,800,0,0.6931614359268302,0.6931614359268302
3,16,0,10000000,,0,6000000000,46101,52101,1501,50600,0,6000,0.6,0,0.6
